Date,HDFCBANK.NS,JINDALSTEL.NS,JUBLFOOD.NS,SUNPHARMA.NS,TCS.NS
2019-03-08,499.7197570800781,160.48196411132812,263.24676513671875,422.63592529296875,1685.4671630859375
2019-03-11,499.7784423828125,168.3704833984375,269.58428955078125,426.8163146972656,1678.884033203125
2019-03-12,509.76959228515625,168.66632080078125,265.27081298828125,436.8955993652344,1676.9256591796875
2019-03-13,522.8132934570312,164.96856689453125,260.5054626464844,424.0757751464844,1666.96826171875
2019-03-14,522.3905029296875,162.84849548339844,261.67474365234375,433.0403747558594,1656.052490234375
2019-03-15,529.0238647460938,164.03179931640625,263.9542541503906,431.3682556152344,1699.841064453125
2019-03-18,531.008056640625,167.03929138183594,272.620361328125,431.8791809082031,1685.5506591796875
2019-03-19,532.4873657226562,166.59556579589844,274.8704833984375,435.64141845703125,1685.5506591796875
2019-03-20,539.8251342773438,162.1582794189453,275.18487548828125,441.029541015625,1679.0927734375
2019-03-22,534.4596557617188,164.32760620117188,281.0899963378906,439.6360778808594,1671.2598876953125
2019-03-25,535.6690063476562,159.49588012695312,285.8652648925781,431.6469421386719,1653.4276123046875
2019-03-26,542.72509765625,161.17221069335938,288.2037658691406,436.43109130859375,1652.0946044921875
2019-03-27,539.9307861328125,164.32760620117188,284.2735290527344,431.8327331542969,1639.8035888671875
2019-03-28,540.7174682617188,162.65130615234375,286.78887939453125,441.6798095703125,1666.801513671875
2019-04-01,542.8306274414062,180.10462951660156,286.96575927734375,444.8383483886719,1692.925048828125
2019-04-02,538.8506469726562,182.2739715576172,283.2123718261719,436.3382568359375,1732.630859375
2019-04-03,538.357421875,179.80882263183594,279.66534423828125,429.1851806640625,1732.630859375
2019-04-04,536.2911987304688,179.16787719726562,281.57147216796875,432.5294189453125,1678.63427734375
2019-04-05,541.3749389648438,184.34471130371094,278.57470703125,430.2534484863281,1706.7991943359375
2019-04-08,537.5709838867188,181.33721923828125,280.5594787597656,429.6032409667969,1725.5059814453125
